지역,분류,카테고리별 순위,상호명,적용키워드,검색량,대표이미지URL,상호명(영어),
잠실,식당/맛집,식당/맛집 3위,잠실빌즈,잠실빌즈,2080,http://c2.poing.co.kr/PIMAGE-original/MjAxNjEx/147969553358325cad04759.jpeg,Bills Jamsil,"잠실빌즈': 'Bills Jamsil',"
잠실,식당/맛집,식당/맛집 4위,잠실MIP,잠실MIP,2060,https://dthumb-phinf.pstatic.net/?src=%22https://mblogthumb-phinf.pstatic.net/MjAyMjA3MTZfMjcw/MDAxNjU3OTcyMjM0ODcx.khttiKARCWRU9dytzqVKYCJZ8vwq_1wo3Be91ebV2qEg.Sgt0CVn3W9RostBXfcAVHB8Om6lPWtcBAKYeK5vNpoUg.JPEG.gyrudp/%25B9%25D329.JPG?type=w800%22&opts=2&twidth=700&theight=700,MIP Jamsil,"잠실MIP': 'MIP Jamsil',"
잠실,식당/맛집,식당/맛집 5위,별미곱창,잠실별미곱창,1750,https://d12zq4w4guyljn.cloudfront.net/20250907092843_photo1_3236b00bc262.webp,Byeolmi Gopchang,"별미곱창': 'Byeolmi Gopchang',"
잠실,식당/맛집,식당/맛집 6위,잠실메밀집,잠실메밀집,1590,https://d12zq4w4guyljn.cloudfront.net/20260225150340_photo1_6a4c2d126da1.webp,Jamsil Memil-jip,"잠실메밀집': 'Jamsil Memil-jip',"
잠실,식당/맛집,식당/맛집 7위,쌤쌤쌤 롯데월드몰점,잠실쌤쌤쌤,1470,http://imgnews.naver.net/image/5875/2024/05/31/0000023643_001_20240531145215655.png,Sam Sam Sam Lotte World Mall,"쌤쌤쌤 롯데월드몰점': 'Sam Sam Sam Lotte World Mall',"
잠실,식당/맛집,식당/맛집 8위,잠실아그라,잠실아그라,1220,https://ldb-phinf.pstatic.net/20210306_209/1615039606709oisN2_JPEG/vQKW88T45HVykXPpUuhi7ClL.jpeg.jpg,Agra Jamsil,"잠실아그라': 'Agra Jamsil',"
잠실,식당/맛집,식당/맛집 9위,잠실오레노라멘,잠실오레노라멘,1090,https://d12zq4w4guyljn.cloudfront.net/20260202073730_photo3_69bc35ed1eb7.webp,Oreno Ramen Jamsil,"잠실오레노라멘': 'Oreno Ramen Jamsil',"
잠실,식당/맛집,식당/맛집 10위,단디,잠실단디,940,https://c5.poing.co.kr/original/MjAyMDAy/15819823245e4b22749f534.jpeg,Dandi,"단디': 'Dandi',"
잠실,카페/베이커리,카페/베이커리 1위,잠실우프,잠실우프,2400,https://d2uja84sd90jmv.cloudfront.net/posts/Jd5iyB_fT3INhgYlwcnDPg/ms.jpg,Oof Jamsil,"잠실우프': 'Oof Jamsil',"
잠실,카페/베이커리,카페/베이커리 2위,잠실미크,잠실미크,1380,https://d12zq4w4guyljn.cloudfront.net/20251101084846871_photo_1bb8d81cc193.webp,Meak Jamsil,"잠실미크': 'Meak Jamsil',"
잠실,카페/베이커리,카페/베이커리 3위,잠실봉땅,잠실봉땅,1230,http://imgnews.naver.net/image/5691/2021/07/07/0000004120_020_20210707154630308.jpg,Bontemps Jamsil,"잠실봉땅': 'Bontemps Jamsil',"
잠실,카페/베이커리,카페/베이커리 4위,잠실터틀힙,잠실터틀힙,970,https://ldb-phinf.pstatic.net/20251117_298/1763364864832TpNY6_JPEG/KakaoTalk_20251117_161723159_01.jpg,Turtlehip Jamsil,"잠실터틀힙': 'Turtlehip Jamsil',"
잠실,카페/베이커리,카페/베이커리 5위,잠실뷰클런즈,잠실뷰클런즈,910,https://ldb-phinf.pstatic.net/20230704_92/1688454072186I9jQr_JPEG/KakaoTalk_20220917_193618122_05.jpg,Viewclanz Jamsil,"잠실뷰클런즈': 'Viewclanz Jamsil',"
잠실,카페/베이커리,카페/베이커리 6위,잠실키친205,잠실키친205,890,https://www.diningcode.com/_next/image?url=https%3A%2F%2Fd12zq4w4guyljn.cloudfront.net%2F750_750_20230225184611_photo2_b7439ed19942.jpg&w=1080&q=75,Kitchen 205 Jamsil,"잠실키친205': 'Kitchen 205 Jamsil',"
잠실,카페/베이커리,카페/베이커리 7위,잠실디저티스트,잠실디저티스트,810,https://img1.daumcdn.net/thumb/R1280x0.fwebp/?fname=http://t1.daumcdn.net/brunch/service/user/gXJh/image/G0lV8zqdfHTSC_v9-ZKvpe1_5-Q.jpeg,Dessertist Jamsil,"잠실디저티스트': 'Dessertist Jamsil',"
잠실,카페/베이커리,카페/베이커리 8위,잠실로얄테라스가든,잠실로얄테라스가든,790,https://d12zq4w4guyljn.cloudfront.net/20240909110520718_photo_db24952bbb62.webp,Royal Terrace Garden Jamsil,"잠실로얄테라스가든': 'Royal Terrace Garden Jamsil',"
잠실,카페/베이커리,카페/베이커리 9위,노티드 잠실롯데월드몰 ? Cafe Knotted Jamsil Lotte World Mall ? カフェ ノ?ティッド ?室ロッテワ?ルドモ?ル店,잠실노티드,700,http://imgnews.naver.net/image/5641/2023/03/31/2023033180081_0_20230331112602662.jpg,Cafe Knotted Jamsil Lotte World Mall,"노티드 잠실롯데월드몰 ? Cafe Knotted Jamsil Lotte World Mall ? カフェ ノ?ティッド ?室ロッテワ?ルドモ?ル店': 'Cafe Knotted Jamsil Lotte World Mall',"
잠실,카페/베이커리,카페/베이커리 10위,잠실이성당,잠실이성당,680,http://imgnews.naver.net/image/396/2014/05/01/20140501020408_0_59_20140501103012.jpg,Lee Sung Dang Jamsil,"잠실이성당': 'Lee Sung Dang Jamsil',"
압구정,쇼핑/문화,쇼핑/문화 1위,파티클,압구정파티클,120,https://file.bodnara.co.kr/logo/insidelogo.php?image=%2Fhttps%3A%2F%2Ffile.bodnara.co.kr%2Fwebedit%2Fnews%2F2015%2F1749789635-xe5a.jpg,Particle,"파티클': 'Particle',"
압구정,쇼핑/문화,쇼핑/문화 2위,스튜디오 더수트,압구정스튜디오,120,http://imgnews.naver.net/image/5197/2022/09/27/0000054868_001_20220927104601537.jpg,Studio The Suit,"스튜디오 더수트': 'Studio The Suit',"
압구정,쇼핑/문화,쇼핑/문화 3위,K현대미술관,압구정현대미술관,40,http://imgnews.naver.net/image/5312/2017/02/03/0000079184_001_20170203125148941.jpg,K Museum of Contemporary Art,"K현대미술관': 'K Museum of Contemporary Art',"
압구정,쇼핑/문화,쇼핑/문화 4위,피규어뮤지엄w,압구정피규어뮤지엄,40,http://imgnews.naver.net/image/442/2015/02/27/i1669349205_99_20150227184303.jpg,Figure Museum W,"피규어뮤지엄w': 'Figure Museum W',"
압구정,쇼핑/문화,쇼핑/문화 5위,위글위글집 도산,압구정위글위글집,20,https://date.shopma.net/images/cosajin/202304/20230420092450intromanhr.png,Wiggle Wiggle Zip Dosan,"위글위글집 도산': 'Wiggle Wiggle Zip Dosan',"
압구정,쇼핑/문화,쇼핑/문화 6위,도산 안창호 기념관 & 기념사업회,압구정안창호,20,https://mediahub.seoul.go.kr/uploads/mediahub/2023/03/gJEAjIrjRvVVLZYItBCEYZbkutPswnNB.jpg,Dosan Ahn Chang-ho Memorial Hall,"도산 안창호 기념관 & 기념사업회': 'Dosan Ahn Chang-ho Memorial Hall',"
압구정,쇼핑/문화,쇼핑/문화 7위,호림박물관 신사분관,압구정호림박물관,20,https://i.namu.wiki/i/N1g7_rDuPNp0BVSwbkUOymDISkIyVGuPP6WUCMGNn4JBrFIA1i7TksTE3MLGDePUsvZTGgT4LNM9O5gv3Mjnbg.svg,Horim Museum Sinsa Annex,"호림박물관 신사분관': 'Horim Museum Sinsa Annex',"
압구정,쇼핑/문화,쇼핑/문화 8위,쎄덱 강남점,압구정쎄덱,20,http://thumbnail.10x10.co.kr/webimage/image/add3_600/134/A001342209_03-1.jpg?cmd=thumb&w=500&h=500&fit=true&ws=false,SEDEC Gangnam,"쎄덱 강남점': 'SEDEC Gangnam',"
압구정,쇼핑/문화,쇼핑/문화 9위,갤러리원,압구정갤러리원,20,https://tong.visitkorea.or.kr/cms/resource/77/683577_image2_1.jpg,Gallery Won,"갤러리원': 'Gallery Won',"
압구정,쇼핑/문화,쇼핑/문화 10위,수트서플라이 청담점,압구정수트서플라이,20,http://imgnews.naver.net/image/5272/2021/01/19/0000037164_001_20210119112519620..jpg,Suitsupply Cheongdam,"수트서플라이 청담점': 'Suitsupply Cheongdam',"
압구정,식당/맛집,식당/맛집 1위,압구정하루,압구정하루,3450,https://d2uja84sd90jmv.cloudfront.net/posts/piuNWWiiN68edfnDXYfz1Q/ms.jpg,Apgujung Haru,"압구정하루': 'Apgujung Haru',"
압구정,식당/맛집,식당/맛집 2위,묵전,압구정묵전,1970,https://i.pinimg.com/originals/e6/7f/da/e67fdac7406446691de6e62344f765ed.jpg,Mukjeon,"묵전': 'Mukjeon',"
압구정,식당/맛집,식당/맛집 3위,신미식당,압구정신미식당,1670,https://metizen.co.kr/wp-content/uploads/2024/06/%EC%8B%A0%EB%AF%B8%EC%8B%9D%EB%8B%B9_5.jpg,Sinmi Restaurant,"신미식당': 'Sinmi Restaurant',"
압구정,식당/맛집,식당/맛집 4위,압구정제주집,압구정제주집,1620,https://ldb-phinf.pstatic.net/20240823_290/1724408549239AjXWk_PNG/055A1053.png,Apgujung Jeju-jip,"압구정제주집': 'Apgujung Jeju-jip',"
압구정,식당/맛집,식당/맛집 5위,까폼 ?????? Krappom,압구정까폼,1470,https://d12zq4w4guyljn.cloudfront.net/750_750_20260111102249_photo1_69bc35ed1eb7.webp,Krappom,"까폼 ?????? Krappom': 'Krappom',"
압구정,식당/맛집,식당/맛집 6위,압구정연탄공장,압구정연탄공장,1230,http://imgnews.naver.net/image/5772/2024/06/29/0000037294_002_20240629060013979.jpg,Apgujung Yeontan Gongjang,"압구정연탄공장': 'Apgujung Yeontan Gongjang',"
압구정,식당/맛집,식당/맛집 7위,닭으로가 압구정 본점,압구정닭으로가,1080,https://ldb-phinf.pstatic.net/20201025_140/1603631931013o62M8_JPEG/1QJ7iVow_CMLG85xAcJmzCT2.jpg,Dakuroga Apgujung Main Store,"닭으로가 압구정 본점': 'Dakuroga Apgujung Main Store',"
압구정,식당/맛집,식당/맛집 8위,한일관 압구정점,압구정한일관,1050,http://imgnews.naver.net/image/5358/2017/10/21/0000152711_001_20171021225031253.jpg,Hanilkwan Apgujung,"한일관 압구정점': 'Hanilkwan Apgujung',"
압구정,식당/맛집,식당/맛집 9위,압구정도슬박,압구정도슬박,880,https://img.siksinhot.com/place/1696388702937191.jpg,Apgujung Doseulbak,"압구정도슬박': 'Apgujung Doseulbak',"
압구정,식당/맛집,식당/맛집 10위,어성일식,압구정어성일식,820,https://img.siksinhot.com/place/1674972930330057.jpg,Eoseong Ilsik,"어성일식': 'Eoseong Ilsik',"
압구정,카페/베이커리,카페/베이커리 1위,부케 드 뺑,부케드뺑,8120,https://ldb-phinf.pstatic.net/20250811_211/1754888688653nWtDQ_JPEG/DSC02000.JPG,Bouquet de Pain,"부케 드 뺑': 'Bouquet de Pain',"
압구정,카페/베이커리,카페/베이커리 2위,압구정투아투아,압구정투아투아,1440,https://mdpqzcwamhzxybldvctr.supabase.co/storage/v1/object/public/popup-photos/tuatua_a.jpg,Apgujung Tua Tua,"압구정투아투아': 'Apgujung Tua Tua',"
압구정,카페/베이커리,카페/베이커리 3위,압구정이웃집통통이,압구정이웃집통통이,510,https://mdpqzcwamhzxybldvctr.supabase.co/storage/v1/object/public/popup-photos/tonton.jpg,Apgujung Tonton,"압구정이웃집통통이': 'Apgujung Tonton',"
압구정,카페/베이커리,카페/베이커리 4위,커피빈 압구정로데오점,압구정커피빈,270,https://d2uja84sd90jmv.cloudfront.net/posts/vAEYCnBVAWUSu9gNa157MQ/ms.jpg,The Coffee Bean & Tea Leaf Apgujung Rodeo,"커피빈 압구정로데오점': 'The Coffee Bean & Tea Leaf Apgujung Rodeo',"
압구정,카페/베이커리,카페/베이커리 5위,노아베이커리 압구정점,압구정노아베이커리,220,https://ldb-phinf.pstatic.net/20210107_61/1609983352391XHcUq_JPEG/KakaoTalk_20210106_175706889_02.jpg,Noah Bakery Apgujung,"노아베이커리 압구정점': 'Noah Bakery Apgujung',"
압구정,카페/베이커리,카페/베이커리 6위,블루보틀 압구정 카페,압구정블루보틀,190,https://i.namu.wiki/i/2YtznSxyQAqp4bcBgpPS8qiL6hqZuFNEQ2WWh4jqiOyT2mfIGrgP4eaQw1qcqdaqWxhWnNkNTOULk6tqFSIb_A.webp,Blue Bottle Coffee Apgujung,"블루보틀 압구정 카페': 'Blue Bottle Coffee Apgujung',"
압구정,카페/베이커리,카페/베이커리 7위,플링크 압구정 Flink Apgujung,압구정플링크,190,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/7qac/image/Ty8bpryQUTkF3T0GHEdbaM9ycfw.jpg,Flink Apgujung,"플링크 압구정 Flink Apgujung': 'Flink Apgujung',"
압구정,카페/베이커리,카페/베이커리 8위,무니 압구정본점,압구정무니,180,https://ak-d.tripcdn.com/images/1i64h2224s0ibpbteF947_W_670_10000.jpg?proc=source/trip,Moonee Apgujung Main Store,"무니 압구정본점': 'Moonee Apgujung Main Store',"
압구정,카페/베이커리,카페/베이커리 9위,카멜커피 도산점,압구정카멜커피,140,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/gXJh/image/gueFF-vpeqF31Z9vXDLtWYXzDKE.jpg,Camel Coffee Dosan,"카멜커피 도산점': 'Camel Coffee Dosan',"
압구정,카페/베이커리,카페/베이커리 10위,폴바셋 현대모터스튜디오서울점,압구정폴바셋,140,https://dcimg1.dcinside.com/viewimage.php?no=24b0d769e1d32ca73cee8efa11d02831b169fb2255dcc071d46251c583fd82751ede7fbb72627f20eabda27f24e1b01208b9c0ea9f9277b1bee3c87dd2ea5d034e722ca634e3d76130dc5b27ec415677aaf36316634886b1a85f0674a46c7c,Paul Bassett Hyundai Motorstudio Seoul,"폴바셋 현대모터스튜디오서울점': 'Paul Bassett Hyundai Motorstudio Seoul',"
을지로,쇼핑/문화,쇼핑/문화 1위,마인띵스,을지로마인띵스,160,https://d2uja84sd90jmv.cloudfront.net/posts/jX-XwLT8yv9oVgROtVS8Kg/ms.jpg,Mind Things,"마인띵스': 'Mind Things',"
을지로,쇼핑/문화,쇼핑/문화 2위,광장시장,을지로광장시장,60,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/1bCl/image/5jPGIqyDmSOY-2FCSOKHWhT2HSc.jpg,Gwangjang Market,"광장시장': 'Gwangjang Market',"
을지로,쇼핑/문화,쇼핑/문화 3위,뉴뉴 명동점,을지로뉴뉴,40,https://image.ohou.se/i/bucketplace-v2-development/uploads/cards/snapshots/171172153220327576.jpeg?gif=1&w=360&h=360&c=c,NYUNYU Myeongdong,"뉴뉴 명동점': 'NYUNYU Myeongdong',"
을지로,쇼핑/문화,쇼핑/문화 4위,남산골한옥마을,을지로남산골한옥마을,20,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/3xdL/image/q_fXxElvQFHroPMizCgTDVpBtNA.jpg,Namsangol Hanok Village,"남산골한옥마을': 'Namsangol Hanok Village',"
을지로,쇼핑/문화,쇼핑/문화 5위,한국의 집,을지로한국의,20,https://i.pinimg.com/originals/f4/9d/0f/f49d0fa4cc724bde4d8cade43f2e416b.jpg,Korea House,"한국의 집': 'Korea House',"
을지로,쇼핑/문화,쇼핑/문화 6위,믹순 플래그십 스토어 명동 (Mixsoon Flagship Store),을지로믹순플래그십스토어명동,20,http://imgnews.naver.net/image/003/2015/01/27/NISI20150127_0010568200_web_99_20150127102010.jpg,Mixsoon Flagship Store Myeongdong,"믹순 플래그십 스토어 명동 (Mixsoon Flagship Store)': 'Mixsoon Flagship Store Myeongdong',"
을지로,쇼핑/문화,쇼핑/문화 7위,BALBAL VINTAGE,을지로BALBAL,20,https://picsum.photos/seed/ChIJ_U25gA6lfDURRrQWPfTv0UY/400/400,BALBAL VINTAGE,"BALBAL VINTAGE': 'BALBAL VINTAGE',"
을지로,쇼핑/문화,쇼핑/문화 8위,명동관광정보센터,을지로명동관광정보센터,20,https://image.kkday.com/v2/image/get/w_720%2Ch_540%2Cc_fill%2Cq_55%2Ct_jpg/s1.kkday.com/poi_69605/20210809060004_0aSpr/jpg,Myeongdong Tourist Information Center,"명동관광정보센터': 'Myeongdong Tourist Information Center',"
을지로,쇼핑/문화,쇼핑/문화 9위,코닥 광장마켓점,을지로코닥,20,http://imgnews.naver.net/image/5126/2020/08/07/0000147006_001_20200807070009514.jpg,Kodak Gwangjang Market,"코닥 광장마켓점': 'Kodak Gwangjang Market',"
을지로,쇼핑/문화,쇼핑/문화 10위,사뿐 명동스테이지,을지로사뿐,20,https://ldb-phinf.pstatic.net/20220829_127/1661740591730wjtrL_JPEG/20220812_185026.jpg,Sappun Myeongdong Stage,"사뿐 명동스테이지': 'Sappun Myeongdong Stage',"
을지로,식당/맛집,식당/맛집 1위,을지다락,을지다락,10830,https://ldb-phinf.pstatic.net/20210817_118/1629180607383Ig5fL_JPEG/r60SJCrIc6eWZ__9w4bBWRiC.jpg,Euljidarak,"을지다락': 'Euljidarak',"
을지로,식당/맛집,식당/맛집 2위,을지깐깐,을지깐깐,10050,https://ssproxy.ucloudbiz.olleh.com/v1/AUTH_e59809eb-bdc9-44d7-9d8f-2e7f0e47ba91/uploads/ds_37831_634e4b3f8bfb8.jpg,Euljikankan,"을지깐깐': 'Euljikankan',"
을지로,식당/맛집,식당/맛집 3위,진작,을지로진작,2030,https://img1.daumcdn.net/thumb/R1280x0.fwebp/?fname=http://t1.daumcdn.net/brunch/service/user/3jze/image/n55rBp4GCEgzVJm6cQEw0njKjtQ,Jinjak,"진작': 'Jinjak',"
을지로,식당/맛집,식당/맛집 4위,을지로오덕장,을지로오덕장,1240,https://d2uja84sd90jmv.cloudfront.net/posts/12_FV3FkuFczVGXiZ5bHEw/ms.jpg,Euljiro Odeokjang,"을지로오덕장': 'Euljiro Odeokjang',"
을지로,식당/맛집,식당/맛집 5위,전주집,을지로전주집,1020,https://img.siksinhot.com/place/1671004769401373.jpg,Jeonju-jip,"전주집': 'Jeonju-jip',"
을지로,식당/맛집,식당/맛집 6위,오봉집 종로점,을지로오봉집,580,https://d12zq4w4guyljn.cloudfront.net/20250102011134_photo1_b41c2b524222.webp,Obong-jip Jongno,"오봉집 종로점': 'Obong-jip Jongno',"
을지로,식당/맛집,식당/맛집 7위,빠삼,을지로빠삼,460,https://ldb-phinf.pstatic.net/20251108_23/1762588518660ezMAK_JPEG/IMG_2565.jpeg,Bbassam,"빠삼': 'Bbassam',"
을지로,식당/맛집,식당/맛집 8위,이남장 명동점,을지로이남장,430,https://d2u3dcdbebyaiu.cloudfront.net/uploads/atch_img/39/1db409a77a4b700bd30bf3bcfade1111_res.jpeg,Inamjang Myeongdong,"이남장 명동점': 'Inamjang Myeongdong',"
을지로,식당/맛집,식당/맛집 9위,을지로다케오호르몬,을지로다케오호르몬,430,https://img.siksinhot.com/place/1676264005645654.jpg,Euljiro Takeo Hormone,"을지로다케오호르몬': 'Euljiro Takeo Hormone',"
을지로,식당/맛집,식당/맛집 10위,청기와타운 을지로점,을지로청기와타운,300,https://ldb-phinf.pstatic.net/20230712_220/1689094182419HEmKu_JPEG/%C3%BB%B1%E2%BF%CD%C5%B8%BF%EE_%C7%C3%B7%B9%C0%CC%BD%BA_%BA%B8%C1%A4%C0%BB%C1%F6%B7%CE01.jpg,Cheonggiwa Town Euljiro,"청기와타운 을지로점': 'Cheonggiwa Town Euljiro',"
을지로,카페/베이커리,카페/베이커리 1위,커피한약방,을지로커피한약방,1490,https://img1.daumcdn.net/thumb/R1280x0.fjpg/?fname=http://t1.daumcdn.net/brunch/service/user/1bFb/image/4d5_JGqdoU11-gKjykBbZrkLFfM.jpg,Coffee Hanyakbang,"커피한약방': 'Coffee Hanyakbang',"
을지로,카페/베이커리,카페/베이커리 2위,혜민당,을지로혜민당,1480,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_OKpZapGdFBZaRO92JPf8tgYFBrzI4D9o3ctYR1ZUnNv2ckcmVh4o6QyCQl4yhRriPW0UVHjmF-zrUR_A11vSOCfcwNdU3qjADh1TF3inHIkELzBm2SDkWQPxeZNSgKWnk1ip=w408-h714-k-no,Hyemindang,"혜민당': 'Hyemindang',"
을지로,카페/베이커리,카페/베이커리 3위,을지로공간갑,을지로공간갑,750,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqQj6_-eBWlmDVFAAMKHFDa0lSfAnkyG3zBa0N-0u62ThEv8lMiggoKp3qEl4w2V9DSIt-D2l2IcjDCc1f5Jxh-KHNd1C25X-wv5MmirXCkh-uR1I8zL3iVXOtkKVBXBinD2lOq4kydp6Y=w408-h306-k-no,Euljiro Gonggangap,"을지로공간갑': 'Euljiro Gonggangap',"
을지로,카페/베이커리,카페/베이커리 4위,을지로빠우,을지로빠우,510,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepBj5tmqSl4WyCijyWBdXY806odXeLa7Cek8bR4MYLRUqalnxvY48Wl04me6DWiLqtPM9HVh6HTqo9Ax_TZm-LIW5yXASdSj4eJ6_M-7Ik2mwHwQFCHAmwYgcrANAyqmXXqOHBy=w408-h592-k-no,Euljiro Ppau,"을지로빠우': 'Euljiro Ppau',"
을지로,카페/베이커리,카페/베이커리 5위,아소토베이커리,을지로아소토베이커리,270,https://img.siksinhot.com/place/1709871736670327.jpg,Asoto Bakery,"아소토베이커리': 'Asoto Bakery',"
을지로,카페/베이커리,카페/베이커리 6위,을지로콘티뉴이티,을지로콘티뉴이티,260,https://ldb-phinf.pstatic.net/20251110_225/1762765226854rOySp_JPEG/IMG_2777.JPG,Euljiro Continuity,"을지로콘티뉴이티': 'Euljiro Continuity',"
을지로,카페/베이커리,카페/베이커리 7위,그라츠 과자점,을지로그라츠,250,https://img.siksinhot.com/place/1459925403434874.JPEG,Gratz Confectionery,"그라츠 과자점': 'Gratz Confectionery',"
을지로,카페/베이커리,카페/베이커리 8위,챔프커피 을지로,을지로챔프커피,200,http://img1.daumcdn.net/kakaotv/KAKAOACCOUNT/2136915473/thumb/20191117192243,Champ Coffee Euljiro,"챔프커피 을지로': 'Champ Coffee Euljiro',"
을지로,카페/베이커리,카페/베이커리 9위,아티제 센터원점,을지로아티제,50,https://dynamic-media-cdn.tripadvisor.com/media/photo-o/19/bf/d9/27/photo1jpg.jpg?w=1100&h=1100&s=1,Artisee Center1,"아티제 센터원점': 'Artisee Center1',"
을지로,카페/베이커리,카페/베이커리 10위,카페 느티,을지로느티,50,https://ldb-phinf.pstatic.net/20200904_115/1599206176263bqF37_JPEG/nWcej-S-r5RdqFHxUI8MM8FU.jpg,Cafe Neuti,"카페 느티': 'Cafe Neuti',"
이태원,쇼핑/문화,쇼핑/문화 1위,이태원시장,이태원시장,1430,http://www.traveli.co.kr/repository/look/contents/L20150601105057l1.jpg,Itaewon Market,"이태원시장': 'Itaewon Market',"
이태원,쇼핑/문화,쇼핑/문화 2위,노스비치 (NORTH BEACH),이태원노스비치,350,https://tong.visitkorea.or.kr/cms/resource/25/1031725_image2_1.jpg,NORTH BEACH,"노스비치 (NORTH BEACH)': 'NORTH BEACH',"
이태원,쇼핑/문화,쇼핑/문화 3위,현대카드 바이닐 앤 플라스틱,이태원현대카드,310,http://imgnews.naver.net/image/079/2016/06/09/20160609102806588592_99_20160609112604.jpg,Hyundai Card Vinyl & Plastic,"현대카드 바이닐 앤 플라스틱': 'Hyundai Card Vinyl & Plastic',"
이태원,쇼핑/문화,쇼핑/문화 4위,리움미술관,이태원리움미술관,220,https://i.namu.wiki/i/COl_vzrt8-NZcqnf-LsK47ekifQOdETjCi5mBkiVbV5DNOamUxHlw-NZG1fGSni1h_8M4Orht0gL7Mt_n_6qPQ.webp,Leeum Museum of Art,"리움미술관': 'Leeum Museum of Art',"
이태원,쇼핑/문화,쇼핑/문화 5위,이태원관광특구,이태원관광특구,120,http://imgnews.naver.net/image/001/2011/10/13/GYH2011101300140004400_P2.jpg,Itaewon Special Tourist Zone,"이태원관광특구': 'Itaewon Special Tourist Zone',"
이태원,쇼핑/문화,쇼핑/문화 6위,비이커 한남플래그십스토어,이태원비이커,60,https://cdn.eyesmag.com/content/uploads/posts/2022/11/18/main-c38a16cd-b70f-4b80-a6fa-547fddb6b978.jpg,Beaker Hannam Flagship Store,"비이커 한남플래그십스토어': 'Beaker Hannam Flagship Store',"
이태원,쇼핑/문화,쇼핑/문화 7위,이태원 만물상,이태원만물상,60,https://img.siksinhot.com/place/1483334049415821.jpg,Itaewon Manmulsang,"이태원 만물상': 'Itaewon Manmulsang',"
이태원,쇼핑/문화,쇼핑/문화 8위,TWL Shop,이태원TWL,50,https://assets.pbimgs.com/pbimgs/rk/images/dp/wcm/202445/0035/seehorn-handcrafted-ceramic-bowl-c.jpg,TWL Shop,"TWL Shop': 'TWL Shop',"
이태원,쇼핑/문화,쇼핑/문화 9위,COS,이태원COS,30,http://imgnews.naver.net/image/003/2024/08/29/NISI20240829_0001640266_web_20240829115546_20240829163319905.jpg,COS,"COS': 'COS',"
이태원,쇼핑/문화,쇼핑/문화 10위,맥슬러,이태원맥슬러,20,https://cdn2.ppomppu.co.kr/zboard/data3/2016/0506/1462463767_lt9yzYX79b.jpg,Maxler,"맥슬러': 'Maxler',"
이태원,식당/맛집,식당/맛집 1위,이태원사랑방,이태원사랑방,5210,https://ldb-phinf.pstatic.net/20240705_169/17201791189246yPkk_JPEG/KakaoTalk_20240705_203128722.jpg,Itaewon Sarangbang,"이태원사랑방': 'Itaewon Sarangbang',"
이태원,식당/맛집,식당/맛집 2위,이태원맛집 이태원화로 | korean bbq | レストラン | korean bbq restaurant | ?肉,이태원화로,2910,https://img.siksinhot.com/place/1531097916542182.jpg,Itaewon hwaro,"이태원맛집 이태원화로 | korean bbq | レストラン | korean bbq restaurant | ?肉': 'Itaewon hwaro',"
이태원,식당/맛집,식당/맛집 3위,야상해,이태원야상해,1320,https://i.pinimg.com/736x/88/e8/f2/88e8f2dc6503b7cc5c6c685b42444fdd.jpg,Yasanghae,"야상해': 'Yasanghae',"
이태원,식당/맛집,식당/맛집 4위,이태원주식,이태원주식,1190,https://wad-images.catchtable.co.kr/common_img/comm_2452018462290992.webp,Itaewon Jusik,"이태원주식': 'Itaewon Jusik',"
이태원,식당/맛집,식당/맛집 5위,바다식당,이태원바다식당,1050,https://d12zq4w4guyljn.cloudfront.net/20240626011242071_photo_90b2f0c5c016.webp,Bada Restaurant,"바다식당': 'Bada Restaurant',"
이태원,식당/맛집,식당/맛집 6위,바토스 이태원점,이태원바토스,920,https://d2u3dcdbebyaiu.cloudfront.net/uploads/atch_img/694/fd0b44f4292ae6c233a4a1f18bc6007d_res.jpeg,Vatos Itaewon,"바토스 이태원점': 'Vatos Itaewon',"
이태원,식당/맛집,식당/맛집 7위,한우물 | HANWOOMOOL Itaewon | Korean Beef Omakase | 韓? 和牛 オマカセ | ?? ?牛套餐,이태원한우물,900,https://www.diningcode.com/_next/image?url=https%3A%2F%2Fd12zq4w4guyljn.cloudfront.net%2F750_750_20230301041907_photo1_d56e70ce2f1b.jpg&w=1080&q=75,Hanwoomool Itaewon,"한우물 | HANWOOMOOL Itaewon | Korean Beef Omakase | 韓? 和牛 オマカセ | ?? ?牛套餐': 'Hanwoomool Itaewon',"
이태원,식당/맛집,식당/맛집 8위,샘라이언스 이태원,이태원샘라이언스,880,https://d12zq4w4guyljn.cloudfront.net/750_750_20191108104232_photo1_yWq7n26CqVPd.webp,Sam Ryan's Itaewon,"샘라이언스 이태원': 'Sam Ryan's Itaewon',"
